"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Thaker Thali"|"200"|"Gujarati"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/thaker-thali-borivali-west/info"|"436"|"Dhaba"|"Closed(Mon),11am to 3pm,6pm to 10pm(Tue-Sun)"|"Good"|"3.5"|"75"
"Food Villa"|"500"|"North Indian,Chinese,South Indian"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/food-villa-dombivali-east-thane/info"|"436"|"Quick Bites"|"730am to 12noon,7pm to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Lume Restaurant & Bar"|"1200"|"North Indian,Italian,Finger Food"|"Mumbai"|"Aureole Hotel-- Andheri East"|"https://www.zomato.com/mumbai/lume-restaurant-bar-near-andheri-east-station/info"|"436"|"Casual Dining"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.9"|"719"
"Parisien Patisserie"|"400"|"Bakery,Desserts"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/parisien-patisserie-lower-parel/info"|"436"|"Bakery"|"11am to 945pm(Mon-Sat),Closed(Sun)"|"Good"|"3.9"|"122"
"Hotel Amantran Ratnagiri"|"500"|"Seafood,Malwani"|"Mumbai"|"Panch Pakhadi-- Thane West"|"https://www.zomato.com/mumbai/hotel-amantran-ratnagiri-1-panch-pakhadi-thane-west/info"|"436"|"Casual Dining"|"Closed(Mon),1030am to 4pm,7pm to 1115pm..."|"Good"|"3.6"|"48"
"Ruchi's Bageecha"|"800"|"North Indian,Chinese,Mughlai"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/ruchis-bageecha-vasai/info"|"436"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.6"|"45"
"Aaswad Kinara"|"600"|"North Indian,Chinese,Malwani,Seafood"|"Mumbai"|"Jogeshwari"|"https://www.zomato.com/mumbai/aaswad-kinara-jogeshwari/info"|"436"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Not rated"|"-"|"-"
"HumTea DumTea"|"200"|"Fast Food,Beverages"|"Mumbai"|"Bandra East"|"https://www.zomato.com/mumbai/humtea-dumtea-bandra-east/info"|"436"|"Quick Bites"|"8am to 11pm(Mon-Sun)"|"Good"|"3.6"|"29"
"Chilli Tandoor"|"500"|"North Indian,Chinese"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/chilli-tandoor-kharghar-navi-mumbai/info"|"436"|"Quick Bites"|"11am to 4pm,630pm to 1130pm(Mon-Sun)"|"Average"|"3.0"|"9"
"Pizza Time"|"400"|"Pizza,Fast Food"|"Mumbai"|"Nalasopara"|"https://www.zomato.com/mumbai/pizza-time-nalasopara/info"|"436"|"Quick Bites"|"11am to 1030pm(Mon-Sun)"|"Average"|"2.7"|"17"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Pizza Time"|"400"|"Pizza,Fast Food"|"Mumbai"|"Nalasopara"|"https://www.zomato.com/mumbai/pizza-time-nalasopara/info"|"437"|"Quick Bites"|"11am to 1030pm(Mon-Sun)"|"Average"|"2.7"|"17"
"Dish Inn"|"600"|"North Indian,Chinese,Italian,Kebab"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/dish-inn-kharghar-navi-mumbai/info"|"437"|"Quick Bites"|"12noon to 4pm,630pm to 12midnight(Mon),12noon..."|"Average"|"3.2"|"4"
"Go Meal Go"|"500"|"North Indian,Chinese"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/go-meal-go-malad-west/info"|"437"|"none"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"12"
"Malabar Gate"|"300"|"North Indian,Kerala"|"Mumbai"|"Kamothe"|"https://www.zomato.com/mumbai/malabar-gate-kamothe-navi-mumbai/info"|"437"|"Quick Bites"|"830am to 1030pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Foodie Hub"|"250"|"Fast Food,Burger,Wraps,Beverages"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/foodie-hub-vasai/info"|"437"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.1"|"6"
"O'Valley"|"200"|"South Indian"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/ovalley-malad-west/info"|"437"|"Quick Bites"|"7am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"23"
"Nutoras Creamery"|"400"|"Beverages,Desserts,Healthy Food,Pizza"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/nutoras-creamery-kandivali-east/info"|"437"|"Quick Bites"|"11am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Tales Of Taste"|"300"|"North Indian,Fast Food"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/tales-of-taste-powai/info"|"437"|"none"|"7am to 8pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Harne Sea Food"|"400"|"Seafood,Malwani,North Indian"|"Mumbai"|"Upvan-- Thane West"|"https://www.zomato.com/mumbai/harne-sea-food-1-upvan-thane-west-thane/info"|"437"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Shivneri Uphar Gruh"|"200"|"North Indian"|"Mumbai"|"Ulwe"|"https://www.zomato.com/mumbai/shivneri-uphar-gruh-ulwe-navi-mumbai/info"|"437"|"Quick Bites"|"1230pm to 4pm,8pm to 1130pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Food Corner"|"100"|"Fast Food"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/food-corner-1-near-andheri-east-station/info"|"437"|"Quick Bites"|"6pm to 1130pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Huckleberry's"|"400"|"Bakery,Desserts,Fast Food"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/huckleberrys-kandivali-west/info"|"437"|"Bakery"|"9am to 10pm(Mon-Sun)"|"Good"|"3.8"|"76"
"Swaad"|"300"|"Fast Food,South Indian,North Indian"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/swaad-mira-road/info"|"437"|"none"|"9am to 9pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Natural Fusion"|"120"|"Ice Cream"|"Mumbai"|"Mazgaon"|"https://www.zomato.com/mumbai/natural-fusion-mazgaon/info"|"437"|"Dessert Parlor"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.6"|"21"
"Mumbai Zaika"|"450"|"North Indian,Mughlai,Chinese"|"Mumbai"|"Versova-- Andheri West"|"https://www.zomato.com/mumbai/mumbai-zaika-2-versova/info"|"437"|"Quick Bites"|"12noon to 1130pm(Mon-Sun)"|"Average"|"3.2"|"13"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Oriental Affair"|"700"|"Chinese,Thai,Asian"|"Mumbai"|"Dahisar West"|"https://www.zomato.com/mumbai/oriental-affair-dahisar-west/info"|"438"|"Quick Bites"|"1145am to 3pm,7pm to 1145pm(Mon-Sun)"|"Good"|"3.6"|"13"
"Malvani Kitchen"|"250"|"Malwani,Konkan,Seafood"|"Mumbai"|"CBD-Belapur"|"https://www.zomato.com/mumbai/malvani-kitchen-cbd-belapur-navi-mumbai/info"|"438"|"Casual Dining"|"Closed(Mon),1230pm to 3pm,730pm to 1030pm..."|"Good"|"3.8"|"155"
"Swad Pure Veg Restaurant"|"550"|"Chinese,North Indian,Fast Food"|"Mumbai"|"Ulwe"|"https://www.zomato.com/mumbai/swad-pure-veg-restaurant-ulwe-navi-mumbai/info"|"438"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"5"
"Chakh Le The Street Food"|"400"|"Street Food,North Indian"|"Mumbai"|"4 Bungalows"|"https://www.zomato.com/mumbai/chakh-le-the-street-food-4-bungalows/info"|"438"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.9"|"469"
"Sadguru Ice Cream"|"300"|"Desserts,Ice Cream"|"Mumbai"|"Dadar East"|"https://www.zomato.com/mumbai/sadguru-ice-cream-dadar-east/info"|"438"|"Dessert Parlor"|"10am to 11pm(Mon-Sun)"|"Good"|"3.6"|"44"
"Munna Bhel Puri House"|"100"|"Street Food"|"Mumbai"|"Chakala"|"https://www.zomato.com/mumbai/munna-bhel-puri-house-2-chakala/info"|"438"|"Quick Bites"|"11am to 930pm(Mon-Sat),12noon to 9pm(Sun)"|"Good"|"3.8"|"41"
"Smoothie Factory"|"300"|"Beverages,Juices"|"Mumbai"|"Santacruz West"|"https://www.zomato.com/mumbai/smoothie-factory-santacruz-west/info"|"438"|"Beverage Shop"|"9am to 11pm(Mon-Sun)"|"Good"|"3.9"|"124"
"Bipin Sandwich & Pizza Plaza"|"300"|"Continental,Sandwich,Pizza"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/bipin-sandwich-pizza-plaza-borivali-west/info"|"438"|"Quick Bites"|"2pm to 1045pm(Mon-Sun)"|"Good"|"3.5"|"81"
"Naturals Ice Cream"|"250"|"Ice Cream"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/naturals-ice-cream-kandivali-west/info"|"438"|"Dessert Parlor"|"10am to 12midnight(Mon-Sun)"|"Average"|"3.4"|"9"
"Hotel Sahyadri"|"500"|"North Indian,Chinese"|"Mumbai"|"Kalamboli"|"https://www.zomato.com/mumbai/hotel-sahyadri-1-kalamboli-navi-mumbai/info"|"438"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Average"|"3.2"|"9"
"Brijwasi Sweets"|"250"|"Mithai,Fast Food,Street Food"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/brijwasi-sweets-near-andheri-east-station/info"|"438"|"Sweet Shop"|"8am to 10pm(Mon-Sun)"|"Good"|"3.7"|"68"
"Eggetarian Corner"|"200"|"Fast Food"|"Mumbai"|"Borivali East"|"https://www.zomato.com/mumbai/eggetarian-corner-1-borivali-east/info"|"438"|"Quick Bites"|"11am to 4pm,7pm to 1115pm(Mon-Sun)"|"Average"|"3.1"|"14"
"Calorie Care"|"500"|"Healthy Food,Juices,North Indian"|"Mumbai"|"Sewri"|"https://www.zomato.com/mumbai/calorie-care-2-sewri/info"|"438"|"Quick Bites"|"8am to 3pm(Mon-Fri),8am to 2pm(Sat),Closed(Sun)"|"Not rated"|"-"|"-"
"Uncle's Kitchen"|"400"|"North Indian,Chinese,Malwani"|"Mumbai"|"Ulwe"|"https://www.zomato.com/mumbai/uncles-kitchen-ulwe-navi-mumbai/info"|"438"|"Quick Bites"|"12noon to 1130pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"China Wall"|"500"|"Chinese,Seafood"|"Mumbai"|"Santacruz West"|"https://www.zomato.com/mumbai/china-wall-santacruz-west/info"|"438"|"none"|"Closed(Mon),1130am to 3pm,630pm to 11pm(Tue-Sun)"|"Average"|"3.4"|"19"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Light Of Persia"|"350"|"Chinese,North Indian,South Indian,Fast Food"|"Mumbai"|"Peddar Road"|"https://www.zomato.com/mumbai/light-of-persia-peddar-road/info"|"439"|"Quick Bites"|"6am to 12midnight(Mon-Sun)"|"Average"|"3.4"|"113"
"Royal Challenge"|"1000"|"North Indian,Chinese,Seafood"|"Mumbai"|"Royal Challenge Complex-- Goregaon"|"https://www.zomato.com/mumbai/royal-challenge-goregaon-east/info"|"439"|"Casual Dining"|"12noon to 1130pm(Mon-Sun)"|"Good"|"3.5"|"389"
"Spice N Ice"|"600"|"North Indian,Chinese,Malwani,Biryani,Mughlai,Seafood"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/spice-n-ice-kharghar-navi-mumbai/info"|"439"|"Quick Bites"|"12noon to 3pm,6pm to 11pm(Mon-Sun)"|"Good"|"3.5"|"89"
"Anukul Restaurant"|"600"|"North Indian,Chinese"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/anukul-restaurant-kharghar-navi-mumbai/info"|"439"|"Casual Dining"|"11am to 3pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.8"|"215"
"Raju Omlet"|"250"|"Fast Food"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/raju-omlet-mira-road/info"|"439"|"Quick Bites"|"11am to 11pm(Mon,Tue,Wed,Fri),11am to 1130pm..."|"Good"|"3.7"|"160"
"The Brew House"|"500"|"Fast Food"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/the-brew-house-dombivali-east-thane/info"|"439"|"Casual Dining"|"11am to 1130pm(Mon-Sun)"|"Average"|"3.3"|"10"
"Ghaswala Dairy Fresh"|"200"|"Desserts,Fast Food"|"Mumbai"|"Jogeshwari"|"https://www.zomato.com/mumbai/ghaswala-dairy-fresh-jogeshwari/info"|"439"|"Quick Bites"|"9am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"60"
"The Shawarma Fellow"|"300"|"Lebanese"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/the-shawarma-fellow-malad-west/info"|"439"|"Quick Bites"|"3pm to 11pm(Mon,Tue,Wed,Thu,Sat,Sun),5pm to ..."|"Good"|"3.7"|"142"
"Sushi Star"|"900"|"Sushi"|"Mumbai"|"4 Bungalows"|"https://www.zomato.com/mumbai/sushi-star-4-bungalows/info"|"439"|"none"|"12noon to 11pm(Mon-Sun)"|"Average"|"3.1"|"10"
"Shamby's Pizza Cafe"|"400"|"Fast Food,Pizza"|"Mumbai"|"Sanpada"|"https://www.zomato.com/mumbai/shambys-pizza-cafe-sanpada-navi-mumbai/info"|"439"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"9"
"A S Chinese Corner"|"300"|"Chinese,North Indian,Malwani"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/a-s-chinese-corner-airoli-navi-mumbai/info"|"439"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.5"|"25"
"Twelve Tables"|"500"|"Arabian,Awadhi,Biryani,Chinese,Gujarati,South Indian,Street Food,Thai"|"Mumbai"|"Vile Parle West"|"https://www.zomato.com/mumbai/twelve-tables-vile-parle-west/info"|"439"|"none"|"7am to 12midnight(Mon-Sun)"|"Not rated"|"-"|"-"
"Hotel Shahi Darbar"|"300"|"North Indian"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/hotel-shahi-darbar-vasai/info"|"439"|"Casual Dining"|"12noon to 330pm,7pm to 10pm(Mon-Sun)"|"Average"|"3.3"|"20"
"Fabelle at The Chocolate Boutique - ITC Grand Central"|"1250"|"Desserts"|"Mumbai"|"ITC Grand Central-- Parel"|"https://www.zomato.com/mumbai/fabelle-at-the-chocolate-boutique-itc-grand-central-parel/info"|"439"|"Dessert Parlor"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"18"
"Joshi Sweets"|"150"|"Desserts,Street Food"|"Mumbai"|"Castle Mill-- Thane West"|"https://www.zomato.com/mumbai/joshi-sweets-castle-mill-thane-west/info"|"439"|"Quick Bites"|"830am to 2pm,4pm to 10pm(Mon-Sun)"|"Good"|"3.6"|"68"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"1 BHK - Brew House Kitchen"|"1600"|"North Indian,Italian,Parsi,European"|"Mumbai"|"Oshiwara-- Andheri West"|"https://www.zomato.com/mumbai/1-bhk-brew-house-kitchen-oshiwara/info"|"44"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Very Good"|"4.2"|"1862"
"Shamia Restaurant"|"550"|"Chinese,North Indian,Mughlai,Fast Food"|"Mumbai"|"Santacruz West"|"https://www.zomato.com/mumbai/shamia-restaurant-santacruz-west/info"|"44"|"Casual Dining"|"10am to 1am(Mon-Sun)"|"Good"|"3.7"|"225"
"Jango's"|"500"|"Chinese,North Indian,Seafood"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/jangos-malad-west/info"|"44"|"Casual Dining"|"1230pm to 5am(Mon-Sun)"|"Very Good"|"4.1"|"379"
"Dilli Tandoor"|"300"|"North Indian,Mughlai,BBQ,Tea,Afghan"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/dilli-tandoor-malad-west/info"|"44"|"Casual Dining"|"9am to 4am(Mon-Sun)"|"Good"|"3.7"|"186"
"Simply Cakes"|"200"|"Bakery"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/simply-cakes-near-andheri-east-station/info"|"44"|"Bakery"|"10am to 1230AM(Mon-Sun)"|"None"|"NEW"|"NEW"
"Deliure & The Eatrium"|"450"|"Desserts,Bakery"|"Mumbai"|"Byculla"|"https://www.zomato.com/mumbai/deliure-the-eatrium-byculla/info"|"44"|"Dessert Parlor"|"11am to 1am(Mon,Tue,Wed,Thu,Sat,Sun),10am..."|"Very Good"|"4.0"|"221"
"The Messy House - Dessert Bar & Cafe"|"400"|"Desserts,Ice Cream,Fast Food"|"Mumbai"|"Carter Road-- Bandra West"|"https://www.zomato.com/mumbai/the-messy-house-dessert-bar-cafe-carter-road-bandra-west/info"|"44"|"Dessert Parlor"|"11am to 1230AM(Mon-Sun)"|"Very Good"|"4.1"|"197"
"The Paratha Fusion"|"300"|"Fast Food,North Indian"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/the-paratha-fusion-powai/info"|"44"|"none"|"11am to 130am(Mon-Sun)"|"Good"|"3.8"|"56"
"Manohar Pav Bhaji"|"250"|"Street Food"|"Mumbai"|"Girgaum"|"https://www.zomato.com/mumbai/manohar-pav-bhaji-girgaum/info"|"44"|"Quick Bites"|"1030am to 1230AM(Mon-Sun)"|"Good"|"3.9"|"283"
"Celebrations 365"|"550"|"South Indian,Continental,Chinese,North Indian"|"Mumbai"|"Bandra East"|"https://www.zomato.com/mumbai/celebrations-365-bandra-east/info"|"44"|"Casual Dining"|"12midnight to 130am,11am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"280"
"Star One Pizza"|"600"|"Pizza,Italian,Fast Food"|"Mumbai"|"4 Bungalows"|"https://www.zomato.com/mumbai/star-one-pizza-4-bungalows/info"|"44"|"Quick Bites"|"11am to 430am(Mon-Sun)"|"Good"|"3.7"|"196"
"Pooja Restaurant & Bar"|"600"|"Malwani,North Indian,Chinese,Seafood"|"Mumbai"|"Mulund West"|"https://www.zomato.com/mumbai/pooja-restaurant-bar-mulund-west/info"|"44"|"Casual Dining"|"11am to 1230AM(Mon-Sun)"|"Good"|"3.7"|"302"
"Qinaat Shawarma And Fast food"|"250"|"Fast Food,Rolls,Lebanese"|"Mumbai"|"Mohammad Ali Road"|"https://www.zomato.com/mumbai/qinaat-shawarma-and-fast-food-mohammad-ali-road/info"|"44"|"none"|"4pm to 1am(Mon-Sun)"|"Good"|"3.5"|"38"
"Misu's Pizza"|"500"|"Fast Food"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/misus-pizza-lower-parel/info"|"44"|"Quick Bites"|"6pm to 4am(Mon-Sun)"|"Good"|"3.6"|"46"
"Lalta Pav Bhaji"|"350"|"Fast Food"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/lalta-pav-bhaji-3-ghatkopar-east/info"|"44"|"Quick Bites"|"1pm to 1am(Mon-Sat),7pm to 1am(Sun)"|"Good"|"3.7"|"137"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Prestige Restaurant & Bar"|"500"|"North Indian,Chinese,Seafood"|"Mumbai"|"Dombivali West"|"https://www.zomato.com/mumbai/prestige-restaurant-bar-dombivali-west/info"|"440"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Average"|"3.4"|"37"
"Mayur's Thai China"|"550"|"Chinese,Thai"|"Mumbai"|"Nalasopara"|"https://www.zomato.com/mumbai/mayurs-thai-china-nalasopara/info"|"440"|"Casual Dining"|"1230pm to 350pm,630pm to 11pm(Mon-Sun)"|"Average"|"2.9"|"13"
"Shri Sai Prasadam"|"350"|"North Indian,South Indian,Chinese"|"Mumbai"|"Ghodbunder Road"|"https://www.zomato.com/mumbai/shri-sai-prasadam-ghodbunder-road/info"|"440"|"Casual Dining"|"8am to 1130pm(Mon-Sun)"|"Average"|"3.3"|"14"
"Pritam"|"400"|"Chinese,North Indian"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/pritam-mira-road/info"|"440"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Good"|"3.5"|"36"
"Camp Juice Centre"|"250"|"Fast Food,Street Food"|"Mumbai"|"Bandstand-- Bandra West"|"https://www.zomato.com/mumbai/camp-juice-centre-bandstand-bandra-west/info"|"440"|"Quick Bites"|"9am to 1130pm(Mon-Sun)"|"Good"|"3.5"|"29"
"Shivam"|"1200"|"North Indian,Seafood,Chinese,Italian"|"Mumbai"|"Devanshi Inn-- Kalamboli"|"https://www.zomato.com/mumbai/shivam-kalamboli-navi-mumbai/info"|"440"|"Casual Dining"|"7am to 12midnight(Mon-Sun)"|"Average"|"3.4"|"29"
"Kamal Vihar"|"400"|"Chinese"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/kamal-vihar-dombivali-east/info"|"440"|"Quick Bites"|"1130am to 1130pm(Mon-Sun)"|"Good"|"3.7"|"46"
"Saras Poli Bhaji Kendra"|"200"|"Maharashtrian,Street Food"|"Mumbai"|"Hiranandani Estate-- Thane West"|"https://www.zomato.com/mumbai/saras-poli-bhaji-kendra-hiranandani-estate-thane-west/info"|"440"|"Casual Dining"|"9am to 11pm(Mon-Sun)"|"Average"|"3.2"|"10"
"Sahyadri Veg Diet"|"300"|"North Indian,Street Food,South Indian"|"Mumbai"|"Parel"|"https://www.zomato.com/mumbai/sahyadri-veg-diet-parel/info"|"440"|"Casual Dining"|"830am to 11pm(Mon-Sun)"|"Average"|"3.4"|"23"
"Dhanush Fine Dine"|"650"|"North Indian,Chinese,Mughlai"|"Mumbai"|"New Panvel"|"https://www.zomato.com/mumbai/dhanush-fine-dine-new-panvel-navi-mumbai/info"|"440"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Average"|"3.3"|"73"
"Temptation"|"700"|"Chinese,North Indian,Seafood,Biryani"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/temptation-vashi-navi-mumbai/info"|"440"|"Casual Dining"|"11am to 1130pm(Mon-Sun)"|"Average"|"2.9"|"77"
"Anand Bhuvan"|"400"|"Chinese,North Indian,South Indian"|"Mumbai"|"Kalbadevi"|"https://www.zomato.com/mumbai/anand-bhuvan-kalbadevi/info"|"440"|"Quick Bites"|"7am to 12midnight(Mon-Sun)"|"Average"|"3.4"|"48"
"Lalit"|"500"|"Chinese,North Indian,Street Food,South Indian"|"Mumbai"|"Fort"|"https://www.zomato.com/mumbai/lalit-fort/info"|"440"|"Casual Dining"|"1030am to 12midnight(Mon-Sun)"|"Average"|"2.5"|"15"
"National Restaurant & Bar"|"650"|"North Indian,Chinese,Seafood"|"Mumbai"|"Santacruz West"|"https://www.zomato.com/mumbai/national-restaurant-bar-santacruz-west/info"|"440"|"Casual Dining"|"1130am to 3pm,630pm to 12midnight(Mon-Sun)"|"Good"|"3.5"|"46"
"Cafe Amber"|"400"|"Chinese,North Indian"|"Mumbai"|"Veera Desai Area"|"https://www.zomato.com/mumbai/cafe-amber-veera-desai-area/info"|"440"|"Casual Dining"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.5"|"40"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Sai Sanjog"|"400"|"Fast Food,North Indian"|"Mumbai"|"CBD-Belapur"|"https://www.zomato.com/mumbai/sai-sanjog-cbd-belapur-navi-mumbai/info"|"441"|"Quick Bites"|"6am to 10pm(Mon-Sat),6am to 9pm(Sun)"|"Average"|"3.3"|"11"
"Radhe Krishna"|"300"|"South Indian,Street Food"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/radhe-krishna-borivali-west/info"|"441"|"Quick Bites"|"8am to 11pm(Mon-Sun)"|"Average"|"2.8"|"35"
"Food For Thought"|"300"|"Bakery"|"Mumbai"|"Pali Hill-- Bandra West"|"https://www.zomato.com/mumbai/food-for-thought-pali-hill-bandra-west/info"|"441"|"Bakery"|"11am to 10pm(Mon-Sun)"|"Good"|"3.6"|"36"
"Hotel Spice Chilly"|"500"|"Chinese"|"Mumbai"|"Kalyan"|"https://www.zomato.com/mumbai/hotel-spice-chilly-kalyan/info"|"441"|"Casual Dining"|"5pm to 11pm(Mon-Sun)"|"Average"|"2.7"|"15"
"Gopal Krishna Restaurant & Bar"|"400"|"North Indian,Mughlai"|"Mumbai"|"Dadar West"|"https://www.zomato.com/mumbai/gopal-krishna-restaurant-bar-dadar-west/info"|"441"|"Casual Dining"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.5"|"30"
"Pastry Point"|"200"|"Bakery,Desserts"|"Mumbai"|"Girgaum"|"https://www.zomato.com/mumbai/pastry-point-girgaum/info"|"441"|"Bakery"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.5"|"51"
"Family Park"|"200"|"Fast Food"|"Mumbai"|"Matunga East"|"https://www.zomato.com/mumbai/family-park-matunga-east/info"|"441"|"Quick Bites"|"9am to 9pm(Mon-Sun)"|"Good"|"3.5"|"41"
"Palm Leaves"|"650"|"Chinese,North Indian,Mughlai"|"Mumbai"|"Seawoods"|"https://www.zomato.com/mumbai/palm-leaves-seawoods-navi-mumbai/info"|"441"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Average"|"2.9"|"89"
"Hotel Rainbow"|"300"|"Chinese,Biryani,Maharashtrian,North Indian"|"Mumbai"|"Khopat-- Thane West"|"https://www.zomato.com/mumbai/hotel-rainbow-khopat-thane-west/info"|"441"|"Casual Dining"|"11am to 1130pm(Mon-Sun)"|"Average"|"2.9"|"31"
"M.M. Dum Biryani Centre"|"250"|"North Indian"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/m-m-dum-biryani-centre-1-borivali-west/info"|"441"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Average"|"2.9"|"12"
"Maithri Restaurant & Bar"|"550"|"Chinese,North Indian,Seafood"|"Mumbai"|"Sewri"|"https://www.zomato.com/mumbai/maithri-restaurant-bar-sewri/info"|"441"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Average"|"3.2"|"11"
"Konkan Swaad"|"400"|"Maharashtrian,Malwani"|"Mumbai"|"Kamothe"|"https://www.zomato.com/mumbai/konkan-swaad-kamothe-navi-mumbai/info"|"441"|"Quick Bites"|"11am to 1145pm(Mon-Sun)"|"Average"|"3.2"|"10"
"Cake Junction"|"300"|"Desserts"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/cake-junction-dombivali-east-thane/info"|"441"|"Dessert Parlor"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"6"
